q,r0_gap_g,r0_count,r0_mean_omega,neighbor_gaps,neighbor_mean_omega_unweighted,neighbor_mean_omega_countweighted,excess_vs_neighbor_unweighted,excess_vs_neighbor_countweighted
7,140,15012.0,5.275387732160521,"138,142",5.228497577701656,5.190656968888114,0.046890154458864686,0.08473076327240658
7,154,6890.0,5.777044110717319,"152,156",5.826784574061545,5.842569254376661,-0.049740463344225994,-0.06552514365934226
7,168,6527.0,6.3128934488539015,"166,170",6.349439343588347,6.354276119201786,-0.036545894734445916,-0.04138267034788434
7,182,1661.0,6.966859964726044,"180,184",6.869349341114745,6.83694326686022,0.09751062361129925,0.12991669786582438
7,196,839.0,7.427111102371881,"194,198",7.435181149725584,7.455409870249008,-0.008070047353703202,-0.028298767877127595
7,210,1210.0,8.008243016760149,"208,212",8.00307190204149,7.9605800088457865,0.005171114718658387,0.04766300791436251
7,224,224.0,8.528745428729916,"222,226",8.562244819397396,8.528435668086958,-0.033499390667479645,0.00030976064295806793
7,238,132.0,9.074126998829502,"236,240",9.121159892229537,9.146909730564127,-0.04703289340003458,-0.07278273173462502
7,252,112.0,9.669742709728997,"250,254",9.639425224898332,9.618320758161328,0.030317484830664654,0.0514219515676686
7,266,29.0,10.243817927339409,"264,268",10.177030704247436,10.14775125846949,0.06678722309197305,0.0960666688699181
7,280,20.0,10.70690882118982,"278,282",10.792475160600649,10.813065724337278,-0.08556633941082836,-0.10615690314745763
7,294,18.0,11.307935981630816,"292,296",11.303636703077158,11.335057629510805,0.00429927855365797,-0.02712164787998894
7,308,3.0,11.924232945248418,"306,310",11.83087638823632,11.838888079476728,0.09335655701209866,0.08534486577168998
7,322,1.0,12.37759773285519,"320,324",12.423617765746352,12.413152058993768,-0.04602003289116219,-0.035554326138578674
7,336,1.0,12.992889371841638,"334,338",12.979457747404421,12.923572851489585,0.013431624437217238,0.0693165203520536
7,350,1.0,13.555390549938846,348,13.42760858517779,13.42760858517779,0.12778196476105563,0.12778196476105563
11,22,2354707.0,0.5960963701891001,"20,24",0.6654184338794662,0.6726414054346272,-0.06932206369036609,-0.07654503524552714
11,44,834351.0,1.5097537284676013,"42,46",1.4959678456988164,1.4639050396193618,0.013785882768784896,0.04584868884823945
11,66,647724.0,2.336687572610328,"64,68",2.327064397165421,2.315285188913441,0.009623175444906984,0.02140238369688685
11,88,121996.0,3.18285715590684,"86,90",3.2254089738576694,3.252580828988093,-0.042551817950829296,-0.06972367308125271
11,110,55701.0,4.099870536027404,"108,112",4.038734547640384,4.0129284153272025,0.0611359883870195,0.08694212070020146
11,132,30264.0,4.957409720347906,"130,134",4.923234676263092,4.898635924171525,0.03417504408481431,0.05877379617638123
11,154,6890.0,5.777044110717319,"152,156",5.826784574061545,5.842569254376661,-0.049740463344225994,-0.06552514365934226
11,176,1938.0,6.674372954086171,"174,178",6.622677330174933,6.603027065286434,0.05169562391123783,0.07134588879973691
11,198,1504.0,7.502002488335864,"196,200",7.525423965262888,7.522714792678629,-0.02342147692702401,-0.02071230434276483
11,220,333.0,8.377074328730526,"218,222",8.407792084332444,8.42570854425272,-0.03071775560191803,-0.04863421552219371
11,242,82.0,9.305925879721032,"240,244",9.270893005866114,9.23205861301249,0.03503287385491838,0.07386726670854138
11,264,76.0,10.115484114142776,"262,266",10.13758368308999,10.139447441761034,-0.022099568947213655,-0.023963327618258035
11,286,12.0,10.993973883761504,"284,288",10.976964992980985,11.008439283123936,0.01700889078051837,-0.014465399362432407
11,308,3.0,11.924232945248418,"306,310",11.83087638823632,11.838888079476728,0.09335655701209866,0.08534486577168998
11,330,2.0,12.688649243508747,328,12.565750126194358,12.565750126194358,0.12289911731438963,0.12289911731438963
13,26,1822495.0,0.8085228233939964,"24,28",0.7641573098348402,0.749234439743295,0.04436551355915619,0.05928838365070144
13,52,593127.0,1.7912952450048103,"50,54",1.7992430909930373,1.807077452346792,-0.007947845988226954,-0.01578220734198177
13,78,377701.0,2.7879235565082614,"76,80",2.821102991742432,2.8225633068595704,-0.03317943523417055,-0.03463975035130895
13,104,55414.0,3.842275719520388,"102,106",3.8262499585087086,3.8020745408586603,0.016025761011679407,0.04020117866172779
13,130,22892.0,4.835165434581119,"128,132",4.878019782819367,4.901318468834527,-0.042854348238248186,-0.06615303425340802
13,156,9866.0,5.885034434268861,"154,158",5.865479361817339,5.844226245666389,0.01955507245152166,0.040808188602471596
13,182,1661.0,6.966859964726044,"180,184",6.869349341114745,6.83694326686022,0.09751062361129925,0.12991669786582438
13,208,502.0,7.836437026764219,"206,210",7.925970364362353,7.963205406323899,-0.08953333759813376,-0.1267683795596799
13,234,251.0,8.950283020191064,"232,236",8.93957274690123,8.932538210675208,0.010710273289832983,0.017744809515855664
13,260,58.0,9.975955911486516,"258,262",9.953347101938991,9.916946011384919,0.02260880954752409,0.05900990010159646
13,286,12.0,10.993973883761504,"284,288",10.976964992980985,11.008439283123936,0.01700889078051837,-0.014465399362432407
13,312,11.0,12.050000469574089,"310,314",12.0164842152105,12.00387281456489,0.033516254363588516,0.04612765500919913
13,338,1.0,13.09122753923409,"336,340",13.060436574986081,13.060436574986081,0.03079096424800909,0.03079096424800909
